Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2005-01-04,-0.012295337239499621,-0.01817257836902261,-0.005159022263557667,-0.009579216719030299,-0.01241440131436635,-0.018809414093901963,-0.0034718022976716998,-0.0069257123141064315,-0.008075226289248262,-0.011762683373147221
2005-01-05,-0.006924303702590356,-0.013938057569278793,-0.00432008289400167,-0.0016609034104473608,-0.006927297883493009,-0.0034133548085253933,-0.005231247064042907,-0.015852746689249353,-0.0016912321309594423,-0.0037586745561355183
2005-01-06,0.005071441529838312,0.006644994134210782,0.017168075165070202,0.004974457269606025,0.003304496280257228,-0.0029360637378300796,0.004796196330034181,0.005188591414347452,0.007418239126347915,-0.005228559447589915
2005-01-07,-0.0014340731717144253,0.001740749502469342,-0.007974862872487415,-0.005306909264417742,-0.004629548233964644,0.001958170869666151,0.0047735914017228084,0.0,-0.0006721579339887621,-0.0002910333949160344
2005-01-10,0.0047169710100698915,0.004513336919371876,0.0074075760825554,0.0009972642601858617,0.003639298121765892,0.0,0.006041990412675926,0.005162468818057005,0.008701545632104658,0.003779294810877479
2005-01-11,-0.006914565837336169,-0.010446485749485883,0.0014180119530274365,-0.004328960401197686,-0.0046340505385750125,-0.009828071786345908,-0.004312205690035582,-0.0029468230527571453,-0.007022135332019385,-0.006404663317844121
2005-01-12,0.0032944408183635597,0.006629193951600738,0.01742127611986346,-0.0013350576069409777,0.0013263698339572821,0.005417333578628071,0.00302004981026012,0.0029468230527571735,0.006688114268387239,0.005824106711477779
2005-01-13,-0.008044218507570236,-0.003832238211131348,0.0066624901429575825,-0.00973650844617814,-0.009655416627395023,-0.009871299096609026,-0.006483267549723619,0.004769796914102166,-0.015113605760831948,-0.007285176398549578
2005-01-14,0.005257101032915159,0.00938006779687609,0.00881585506824152,0.0033684832166356476,0.006668701889807277,0.002971184812246931,0.005621788817862616,0.008383186582740952,0.004053199924111874,0.009315579661191163
2005-01-18,0.010349108632409953,0.003795688339525866,0.009825291940140866,0.015679556768546016,0.0039801492741470285,0.010822217749618118,0.010296202920221613,0.008673516740907394,0.008056160127958283,0.008368465650835521
2005-01-19,-0.010518283458929991,-0.006912752454637844,-0.0035370025952821712,-0.009980121259779904,-0.007976203461547815,-0.021261961341059867,-0.0017087838003567019,-0.004327282604278172,-0.006372132726563447,-0.010108620598381676
2005-01-20,-0.006109048678567545,-0.005565410202141124,-0.010135738836744925,-0.007382441013913488,-0.009049624419766662,-0.007021103908723553,-0.0008554881273116702,-0.003257397346492468,-0.005059778502120643,-0.01816014774913016
2005-01-21,-0.006146405025599733,-0.00419447894118267,0.002200795606851831,-0.005064735447015074,-0.006417903679281239,-0.007070495971676109,-0.008594800372978098,-0.0039968077337581105,-0.006786910963012129,-0.003553997694853699
2005-01-24,-0.001971560765083607,-0.014109391322247141,0.0087522930445869,0.00033823260207757903,-0.003054239998960156,-0.008142814301865685,-0.003892224790657277,0.00869888210659866,-0.008548247551672744,-0.009837322651743299
2005-01-25,0.0028271842574168365,0.005314431908063688,0.004076853285124294,0.0006766711055011646,0.009472143678241457,0.0015316103937843422,0.0038922247906572035,-0.005790911162977256,0.006844602376303982,0.0026924705442991827
2005-01-26,0.002990810875443243,0.0017653627221685105,0.009716750349234748,0.00472343458329016,0.0020179458313064388,0.010152165986507597,-0.0008637586610420624,0.014414988838792912,0.00612040587747778,0.005363659172941949
2005-01-27,0.001704435784804789,0.005276931606538897,0.0088252853191557,-0.005061377341077951,0.0026848834848260394,-0.0010102446940565744,0.005599636495643298,0.0049965068841618014,-0.002036038137458828,-0.002082865449180215
2005-01-28,0.0,-0.0010528187441849431,-0.012053880499232757,-0.0013542582991916045,-0.0010057585658151378,0.0,0.00042999066222555965,0.0010673485845794537,-0.008185673997836644,-0.004776169925662878
2005-01-31,0.006197174352498503,0.01221846721251816,0.011786974163547856,0.011786857500557912,0.012997753540933526,0.007052875682845485,0.002572425542613124,0.01131556551722638,0.0017109222557519298,0.010714480908225072
2005-02-01,0.006327322379960323,0.008293017179952253,0.016900197841602942,0.0106555258137054,0.002975662713013533,0.006006398975957745,0.00042827346782800806,0.006658312592818725,0.00952707059290736,0.000888153879478641
2005-02-02,0.00302268361447435,0.01027030228122315,0.01378296625088348,0.0,0.0,0.0004983855408004153,0.008100768676682484,0.003834971026644462,0.004055381468289577,0.00295314367001572
2005-02-03,-0.0026024912952064593,-0.005806867702782756,0.004894314471363792,-0.004647801781648214,-0.0029756627130134226,-0.006504784516758278,-0.0016999278459536966,0.0027798549799355763,-0.0030401325329266864,-0.0020665855147373184
2005-02-04,0.010619191654754166,0.011241941654698188,0.0035918084029521024,0.011908835142616626,0.008244090329792784,0.016923872670317527,0.005514338478765043,0.009668365594275734,0.009092994135023175,0.009119419598297757
2005-02-07,-0.00133148901322724,-0.0003387958172760508,-0.006680428175589476,0.0009861197169224274,-0.00065717869867921,-0.0029658039310792197,-0.0021173676381936704,-0.0020639721877316513,0.0006696200172851606,0.0026314061854762188
2005-02-08,0.0011653026517227686,0.0,0.007192594794402893,-0.003950088993818418,0.005571130798858278,0.004939195011088291,0.001270930251018473,0.005837188270784473,0.002342668331814905,-0.002338402703490923
2005-02-09,-0.007514507538250078,-0.013990811106089563,-0.0017935519852057245,-0.0026420281885050577,-0.010512792671849496,-0.017392294032701695,-0.008930264036403467,-0.005837188270784421,-0.010752878564373984,-0.011187135115039945
2005-02-10,0.0035965766325442073,0.013312255410671468,0.02706722063835149,0.002971501571701511,0.00461305171543445,0.0020034627269403245,-0.00042742967480127633,0.001032175647812549,0.0016877286131773558,0.004136008306720098
2005-02-11,0.008565422253338653,0.009786402589247858,0.008696613189785625,0.007882167005774373,0.006552802143013515,0.00945946812927015,0.005964903061770299,0.0006881197188397777,0.010067355225797613,0.004999463357243126
2005-02-14,-0.0007455065781274941,0.0010071424155997503,0.001236135558183377,-0.001637391550342904,-0.0009798454058195798,0.001979849830790996,0.0004248174037981843,0.008898112533255693,0.000667304492664825,-0.001468013610832266
2005-02-15,0.00372198748912454,0.005352838025129558,0.002221287180330271,0.002291433134725921,0.0032636998832498124,0.004933585427456547,0.0016970429946178347,-0.0017048387364695737,-0.000333642396895817,0.007900837605651063
2005-02-16,0.0006601869674588035,0.01259968351184751,0.027718499969112277,-0.006888924533556681,0.0029282223973707655,-0.003450804721722455,0.0025397536215974975,0.002726457196204353,-0.0013358673703698853,-0.0017505967833576427
2005-02-17,-0.008117972864583989,-0.0036307041954419168,-0.013520304113426078,-0.008927421901027254,-0.009138640771525094,-0.01643053111036024,-0.006361909923088058,-0.002044621710637729,-0.0013380217803841993,-0.004975322230976823
2005-02-18,0.0013298124246037236,0.011180651099376637,0.021878399902251315,-0.010684353896431114,0.0,-0.0020099471002143487,-0.0012777791905243358,-0.010628715514829324,0.014948375260925609,-0.002056411654538537
2005-02-22,-0.014979862398337767,-0.015157329416821646,-0.007159460323173205,-0.014880237757008438,-0.016195564740308584,-0.005548370887532591,-0.015024663726496393,-0.024072461890778524,-0.011940843713275794,-0.01989696357385546
2005-02-23,0.007141603377248337,0.015157329416821621,0.012614412258794732,0.009157595671653767,0.0013319206734500012,-0.00303980053247905,0.002591531936835949,0.005282600934201855,0.004660801503093703,0.006279187842926343
2005-02-24,0.006591764507590192,0.010732783866307652,0.019440485701606156,0.001349081254192099,0.014207730827903185,0.0085881714200116,0.004734556599933822,0.007697520895321177,0.007609524542670612,0.0008934997584579644
2005-02-25,0.00984827416139865,0.01540991441263611,0.024291315721011425,0.010064362893795517,0.008168760351796768,0.006517953913398866,0.003428931876151331,0.019331265414883107,0.008206011362334042,0.004753466518879169
2005-02-28,-0.006609902243615791,-0.009603112649531722,-0.007271091858903641,-0.009727133628109477,-0.005874428171613975,-0.003003037095559611,-0.0021417131289739994,-0.006861414670028873,-0.015151685141685361,-0.0041577502734311865
2005-03-01,0.004961471548484388,0.0012859970668192197,-0.019574786840928376,0.00972713362810942,0.003267591842201842,0.011958106637060558,0.008114321093992736,0.0027502316133160196,0.007933831477545788,0.011246288948179318
2005-03-02,-0.0004947142962639094,-0.002895650865448785,0.014544703561143867,-0.003008373602749431,0.0029320388873452495,-0.0024795718456260027,-0.0025551801200727293,-0.0010304592433591044,0.000987633700369005,0.0005880477798733549
2005-03-03,0.0004120768137014761,-0.0009665268238796552,0.016368326958148577,-0.001675674385576856,0.00227485584095787,-0.007475072064494406,0.0068003001279895855,0.005141642300071869,-0.0009876337003690608,-0.0011773926353369382
